"id";"region_id";"region_city";"all_region";"start";"end"
"19145";"4";"Нікополь";"0";"2023-06-26 00:23:19";NULL
"19146";"4";"Марганець";"0";"2023-06-26 00:23:20";NULL
"19147";"4";"Нікополь";"0";"2023-06-26 00:58:27";NULL
"19148";"4";"Марганець";"0";"2023-06-26 00:58:27";NULL
"19149";"4";"Нікополь";"0";"2023-06-26 01:29:10";NULL
"19150";"4";"Марганець";"0";"2023-06-26 01:29:11";NULL
"19182";"8";"Оріхів";"0";"2023-06-26 01:59:56";NULL
"19151";"4";"Нікополь";"0";"2023-06-26 02:28:13";"2023-06-26 06:02:58"
"19152";"4";"Марганець";"0";"2023-06-26 02:28:13";"2023-06-26 06:02:59"
"19192";"17";"Сумська обл.";"1";"2023-06-26 04:41:54";NULL
"19177";"5";"Велика Новосілка";"0";"2023-06-26 12:37:40";NULL
"19153";"4";"Нікополь";"0";"2023-06-26 14:36:56";"2023-06-26 16:32:01"
"19154";"4";"Марганець";"0";"2023-06-26 14:36:56";"2023-06-26 16:32:02"
"19193";"17";"Середина-Буда";"0";"2023-06-26 16:35:12";NULL
"19186";"13";"Очаків";"0";"2023-06-26 19:37:23";NULL
"19187";"13";"Очаків";"0";"2023-06-26 19:57:51";"2023-06-26 20:24:31"
"19200";"19";"Куп'янськ";"0";"2023-06-26 21:56:42";NULL
"19155";"4";"Марганець";"0";"2023-06-26 22:03:27";NULL
"19156";"4";"Нікополь";"0";"2023-06-26 22:03:28";NULL
"19157";"4";"Нікополь";"0";"2023-06-26 23:07:32";"2023-06-27 05:57:04"
"19158";"4";"Марганець";"0";"2023-06-26 23:07:33";"2023-06-27 05:57:05"
"19255";"13";"Очаків";"0";"2023-06-27 11:46:03";NULL
"19256";"13";"Очаків";"0";"2023-06-27 12:12:35";"2023-06-27 12:22:01"
"19260";"17";"Сумська обл.";"1";"2023-06-27 12:18:57";NULL
"19257";"13";"Очаків";"0";"2023-06-27 12:28:45";"2023-06-27 12:56:53"
"19245";"5";"Донецька обл.";"1";"2023-06-27 12:30:07";NULL
"19251";"8";"Оріхів";"0";"2023-06-27 12:32:21";NULL
"19261";"17";"Велика Писарівка";"0";"2023-06-27 12:40:15";NULL
"19269";"19";"Вовчанськ";"0";"2023-06-27 13:44:27";NULL
"19270";"19";"Білий Колодязь";"0";"2023-06-27 13:44:27";NULL
"19262";"17";"Сумська обл.";"1";"2023-06-27 18:22:30";NULL
"19271";"19";"Вовчанськ";"0";"2023-06-27 18:25:03";NULL
"19213";"4";"Нікополь";"0";"2023-06-27 18:39:16";"2023-06-27 20:00:49"
"19214";"4";"Марганець";"0";"2023-06-27 18:39:17";"2023-06-27 20:00:50"
"19272";"19";"Харківська обл.";"1";"2023-06-27 18:49:26";NULL
"19246";"5";"Донецька обл.";"1";"2023-06-27 19:30:16";NULL
"19252";"8";"Оріхів";"0";"2023-06-27 20:14:02";NULL
"19273";"19";"Харківська обл.";"1";"2023-06-27 21:18:38";NULL
"19215";"4";"Нікополь";"0";"2023-06-27 21:41:47";NULL
"19216";"4";"Марганець";"0";"2023-06-27 21:41:48";NULL
"19274";"19";"Харківська обл.";"1";"2023-06-27 21:45:58";NULL
"19263";"17";"Миропілля";"0";"2023-06-27 21:59:32";NULL
"19217";"4";"Нікополь";"0";"2023-06-27 22:34:27";NULL
"19218";"4";"Марганець";"0";"2023-06-27 22:34:28";NULL
"19275";"19";"Куп'янськ";"0";"2023-06-27 22:58:09";NULL
"19323";"5";"Донецька обл.";"1";"2023-06-28 02:01:25";NULL
"19291";"4";"Нікополь";"0";"2023-06-28 02:57:10";"2023-06-28 05:56:50"
"19292";"4";"Марганець";"0";"2023-06-28 02:57:11";"2023-06-28 05:56:50"
"19335";"13";"Очаків";"0";"2023-06-28 10:50:44";"2023-06-28 10:57:43"
"19324";"5";"Донецька обл.";"1";"2023-06-28 11:45:30";NULL
"19347";"19";"Харківська обл.";"1";"2023-06-28 11:46:36";NULL
"19293";"4";"Нікополь";"0";"2023-06-28 12:34:26";NULL
"19294";"4";"Марганець";"0";"2023-06-28 12:34:26";NULL
"19348";"19";"Харківська обл.";"1";"2023-06-28 14:34:05";NULL
"19338";"17";"Сумська обл.";"1";"2023-06-28 16:04:07";NULL
"19339";"17";"Білопілля";"0";"2023-06-28 16:06:49";NULL
"19295";"4";"Нікополь";"0";"2023-06-28 17:30:22";NULL
"19296";"4";"Марганець";"0";"2023-06-28 17:30:23";NULL
"19297";"4";"Нікополь";"0";"2023-06-28 18:58:13";NULL
"19298";"4";"Марганець";"0";"2023-06-28 18:58:14";NULL
"19349";"19";"Харківська обл.";"1";"2023-06-28 19:12:07";NULL
"19299";"4";"Нікополь";"0";"2023-06-28 20:01:10";NULL
"19300";"4";"Марганець";"0";"2023-06-28 20:01:11";NULL
"19329";"8";"Оріхів";"0";"2023-06-28 20:32:38";NULL
"19350";"19";"Вовчанськ";"0";"2023-06-28 20:57:00";NULL
"19301";"4";"Нікополь";"0";"2023-06-28 22:29:54";NULL
"19302";"4";"Марганець";"0";"2023-06-28 22:29:54";NULL
"19351";"19";"Харківська обл.";"1";"2023-06-28 22:53:44";NULL
"19416";"17";"Миропілля";"0";"2023-06-29 00:04:50";NULL
"19417";"17";"Сумська обл.";"1";"2023-06-29 00:05:49";NULL
"19369";"4";"Нікополь";"0";"2023-06-29 00:06:55";NULL
"19370";"4";"Марганець";"0";"2023-06-29 00:06:56";NULL
"19408";"8";"Запорізька обл.";"1";"2023-06-29 00:48:23";NULL
"19431";"19";"Харківська обл.";"1";"2023-06-29 01:01:47";NULL
"19401";"5";"Донецька обл.";"1";"2023-06-29 01:03:47";NULL
"19432";"19";"Чугуїв";"0";"2023-06-29 01:16:56";NULL
"19371";"4";"Нікополь";"0";"2023-06-29 01:35:11";NULL
"19372";"4";"Марганець";"0";"2023-06-29 01:35:12";NULL
"19373";"4";"Нікополь";"0";"2023-06-29 04:09:28";"2023-06-29 06:12:23"
"19374";"4";"Марганець";"0";"2023-06-29 04:09:29";"2023-06-29 06:12:23"
"19433";"19";"Харківська обл.";"1";"2023-06-29 08:52:01";NULL
"19434";"19";"Вовчанськ";"0";"2023-06-29 09:52:49";NULL
"19402";"5";"Донецька обл.";"1";"2023-06-29 10:17:11";NULL
"19435";"19";"Харківська обл.";"1";"2023-06-29 15:09:41";NULL
"19436";"19";"Вовчанськ";"0";"2023-06-29 15:16:00";NULL
"19413";"13";"Очаків";"0";"2023-06-29 15:42:26";"2023-06-29 16:21:35"
"19437";"19";"Харківська обл.";"1";"2023-06-29 16:32:41";NULL
"19438";"19";"Вовчанськ";"0";"2023-06-29 16:55:31";NULL
"19418";"17";"Сумська обл.";"1";"2023-06-29 17:57:28";NULL
"19439";"19";"Харківська обл.";"1";"2023-06-29 19:34:25";NULL
"19375";"4";"Марганець";"0";"2023-06-29 20:24:29";NULL
"19376";"4";"Нікополь";"0";"2023-06-29 20:24:29";NULL
"19377";"4";"Нікополь";"0";"2023-06-29 21:58:16";NULL
"19378";"4";"Марганець";"0";"2023-06-29 21:58:17";NULL
"19379";"4";"Нікополь";"0";"2023-06-29 23:14:15";NULL
"19380";"4";"Марганець";"0";"2023-06-29 23:14:15";NULL
"19381";"4";"Нікополь";"0";"2023-06-29 23:25:20";NULL
"19382";"4";"Марганець";"0";"2023-06-29 23:25:22";NULL
"19452";"20";"Херсонська обл.";"1";"2023-06-29 23:34:40";NULL
"19503";"8";"Запорізька обл.";"1";"2023-06-30 02:07:17";NULL
"19454";"4";"Нікополь";"0";"2023-06-30 02:46:28";"2023-06-30 05:08:30"
"19455";"4";"Марганець";"0";"2023-06-30 02:46:29";"2023-06-30 05:08:30"
"19494";"5";"Велика Новосілка";"0";"2023-06-30 12:12:06";NULL
"19495";"5";"Донецька обл.";"1";"2023-06-30 12:15:00";NULL
"19535";"20";"Херсонська обл.";"1";"2023-06-30 12:41:45";NULL
"19511";"17";"Миропілля";"0";"2023-06-30 14:41:25";NULL
"19523";"19";"Харківська обл.";"1";"2023-06-30 15:27:41";NULL
"19512";"17";"Сумська обл.";"1";"2023-06-30 15:32:56";NULL
"19524";"19";"Вовчанськ";"0";"2023-06-30 15:59:13";NULL
"19509";"13";"Очаків";"0";"2023-06-30 16:12:23";"2023-06-30 16:20:04"
"19504";"8";"Оріхів";"0";"2023-06-30 16:14:24";NULL
"19525";"19";"Харківська обл.";"1";"2023-06-30 17:39:34";NULL
"19514";"17";"Сумська обл.";"1";"2023-06-30 17:48:22";NULL
"19526";"19";"Харківська обл.";"1";"2023-06-30 18:42:28";NULL
"19505";"8";"Оріхів";"0";"2023-06-30 19:01:22";NULL
"19456";"4";"Нікополь";"0";"2023-06-30 19:02:48";NULL
"19457";"4";"Марганець";"0";"2023-06-30 19:02:49";NULL
"19527";"19";"Харківська обл.";"1";"2023-06-30 21:34:09";NULL
"19458";"4";"Нікополь";"0";"2023-06-30 22:34:21";"2023-07-01 05:59:31"
"19459";"4";"Марганець";"0";"2023-06-30 22:34:22";"2023-07-01 05:59:30"
"19506";"8";"Оріхів";"0";"2023-06-30 22:43:50";NULL
"19528";"19";"Харківська обл.";"1";"2023-06-30 23:36:56";NULL
"19536";"4";"Нікополь";"0";"2023-07-01 07:45:03";NULL
"19537";"4";"Марганець";"0";"2023-07-01 07:45:03";NULL
"19538";"4";"Нікополь";"0";"2023-07-01 09:08:44";NULL
"19539";"4";"Марганець";"0";"2023-07-01 09:08:45";NULL
"19628";"19";"Харківська обл.";"1";"2023-07-01 09:24:00";NULL
"19540";"4";"Нікополь";"0";"2023-07-01 09:28:11";NULL
"19541";"4";"Марганець";"0";"2023-07-01 09:28:12";NULL
"19542";"4";"Нікополь";"0";"2023-07-01 09:39:48";"2023-07-01 10:25:00"
"19543";"4";"Марганець";"0";"2023-07-01 09:39:48";"2023-07-01 10:25:01"
"19610";"17";"Сумська обл.";"1";"2023-07-01 10:13:44";NULL
"19594";"5";"Донецька обл.";"1";"2023-07-01 10:53:38";NULL
"19611";"17";"Велика Писарівка";"0";"2023-07-01 11:12:01";NULL
"19605";"13";"Очаків";"0";"2023-07-01 11:57:05";"2023-07-01 12:30:12"
"19629";"19";"Куп'янськ";"0";"2023-07-01 12:03:33";NULL
"19612";"17";"Сумська обл.";"1";"2023-07-01 12:29:36";NULL
"19613";"17";"Хотінь";"0";"2023-07-01 12:56:47";NULL
"19630";"19";"Харківська обл.";"1";"2023-07-01 13:27:32";NULL
"19614";"17";"Миропілля";"0";"2023-07-01 13:56:50";NULL
"19631";"19";"Харківська обл.";"1";"2023-07-01 14:40:21";NULL
"19615";"17";"Сумська обл.";"1";"2023-07-01 14:42:15";NULL
"19632";"19";"Харківська обл.";"1";"2023-07-01 14:57:56";NULL
"19595";"5";"Донецька обл.";"1";"2023-07-01 16:04:26";NULL
"19616";"17";"Сумська обл.";"1";"2023-07-01 17:25:58";NULL
"19617";"17";"Миропілля";"0";"2023-07-01 19:22:23";NULL
"19544";"4";"Нікополь";"0";"2023-07-01 21:32:41";NULL
"19545";"4";"Марганець";"0";"2023-07-01 21:32:42";NULL
"19596";"5";"Донецька обл.";"1";"2023-07-01 21:51:02";NULL
"19633";"19";"Харківська обл.";"1";"2023-07-01 22:29:17";NULL
"19546";"4";"Нікополь";"0";"2023-07-01 22:56:23";NULL
"19547";"4";"Марганець";"0";"2023-07-01 22:56:23";NULL
"19703";"5";"Костянтинівка";"0";"2023-07-02 01:10:16";NULL
"19704";"5";"Краматорськ";"0";"2023-07-02 01:10:17";NULL
"19710";"8";"Запорізька обл.";"1";"2023-07-02 02:13:09";NULL
"19645";"4";"Нікополь";"0";"2023-07-02 02:15:57";NULL
"19646";"4";"Марганець";"0";"2023-07-02 02:15:58";NULL
"19647";"4";"Нікополь";"0";"2023-07-02 02:48:32";"2023-07-02 06:05:14"
"19648";"4";"Марганець";"0";"2023-07-02 02:48:33";"2023-07-02 06:05:14"
"19711";"8";"Оріхів";"0";"2023-07-02 09:49:29";NULL
"19705";"5";"Донецька обл.";"1";"2023-07-02 10:56:28";NULL
"19649";"4";"Нікополь";"0";"2023-07-02 11:18:36";NULL
"19650";"4";"Марганець";"0";"2023-07-02 11:18:36";NULL
"19651";"4";"Нікополь";"0";"2023-07-02 12:13:31";"2023-07-02 12:24:54"
"19652";"4";"Марганець";"0";"2023-07-02 12:13:32";"2023-07-02 12:24:53"
"19653";"4";"Нікополь";"0";"2023-07-02 14:05:00";NULL
"19654";"4";"Марганець";"0";"2023-07-02 14:05:00";NULL
"19655";"4";"Нікополь";"0";"2023-07-02 19:56:35";NULL
"19656";"4";"Марганець";"0";"2023-07-02 19:56:36";NULL
"19657";"4";"Нікополь";"0";"2023-07-02 20:12:20";NULL
"19658";"4";"Марганець";"0";"2023-07-02 20:12:21";NULL
"19659";"4";"Марганець";"0";"2023-07-02 20:35:50";NULL
"19660";"4";"Нікополь";"0";"2023-07-02 20:35:51";NULL
"19661";"4";"Нікополь";"0";"2023-07-02 20:54:50";NULL
"19662";"4";"Марганець";"0";"2023-07-02 20:54:51";NULL
"19706";"5";"Курахове";"0";"2023-07-02 22:00:04";NULL
"19663";"4";"Нікополь";"0";"2023-07-02 22:00:42";NULL
"19664";"4";"Марганець";"0";"2023-07-02 22:00:43";NULL
"19665";"4";"Нікополь";"0";"2023-07-02 22:50:36";NULL
"19666";"4";"Марганець";"0";"2023-07-02 22:50:37";NULL
"19881";"20";"Херсонська обл.";"1";"2023-07-03 00:22:46";NULL
"19808";"5";"Донецька обл.";"1";"2023-07-03 01:43:27";NULL
"19812";"8";"Запорізька обл.";"1";"2023-07-03 01:55:17";NULL
"19758";"4";"Нікополь";"0";"2023-07-03 02:14:11";NULL
"19759";"4";"Марганець";"0";"2023-07-03 02:14:11";NULL
"19760";"4";"Нікополь";"0";"2023-07-03 02:47:05";"2023-07-03 06:00:07"
"19761";"4";"Марганець";"0";"2023-07-03 02:47:06";"2023-07-03 06:00:07"
"19862";"19";"Вовчанськ";"0";"2023-07-03 03:26:35";NULL
"19762";"4";"Нікополь";"0";"2023-07-03 07:37:24";"2023-07-03 09:04:25"
"19763";"4";"Марганець";"0";"2023-07-03 07:37:25";"2023-07-03 09:04:26"
"19764";"4";"Нікополь";"0";"2023-07-03 09:28:29";NULL
"19765";"4";"Марганець";"0";"2023-07-03 09:28:30";NULL
"19766";"4";"Нікополь";"0";"2023-07-03 09:35:39";NULL
"19767";"4";"Марганець";"0";"2023-07-03 09:35:40";NULL
"19768";"4";"Нікополь";"0";"2023-07-03 09:47:38";"2023-07-03 11:23:29"
"19769";"4";"Марганець";"0";"2023-07-03 09:47:38";"2023-07-03 11:23:29"
"19817";"13";"Очаків";"0";"2023-07-03 10:04:20";"2023-07-03 10:12:49"
"19832";"17";"Сумська обл.";"1";"2023-07-03 10:17:35";NULL
"19770";"4";"Нікополь";"0";"2023-07-03 11:48:11";NULL
"19771";"4";"Марганець";"0";"2023-07-03 11:48:12";NULL
"19818";"13";"Очаків";"0";"2023-07-03 11:52:16";"2023-07-03 12:03:18"
"19833";"17";"Велика Писарівка";"0";"2023-07-03 12:19:12";NULL
"19834";"17";"Середина-Буда";"0";"2023-07-03 13:01:27";NULL
"19772";"4";"Нікополь";"0";"2023-07-03 13:13:10";NULL
"19773";"4";"Марганець";"0";"2023-07-03 13:13:13";NULL
"19835";"17";"Сумська обл.";"1";"2023-07-03 13:13:47";NULL
"19836";"17";"Хотінь";"0";"2023-07-03 14:33:12";NULL
"19863";"19";"Харківська обл.";"1";"2023-07-03 14:37:31";NULL
"19837";"17";"Сумська обл.";"1";"2023-07-03 15:29:33";NULL
"19864";"19";"Вовчанськ";"0";"2023-07-03 15:40:35";NULL
"19865";"19";"Білий Колодязь";"0";"2023-07-03 15:40:36";NULL
"19838";"17";"Сумська обл.";"1";"2023-07-03 16:05:22";"2023-07-03 16:38:43"
"19839";"17";"Хотінь";"0";"2023-07-03 16:29:22";NULL
"19840";"17";"Сумська обл.";"1";"2023-07-03 16:47:33";NULL
"19819";"13";"Очаків";"0";"2023-07-03 17:45:50";"2023-07-03 17:55:13"
"19866";"19";"Харківська обл.";"1";"2023-07-03 18:27:40";NULL
"19867";"19";"Харківська обл.";"1";"2023-07-03 19:31:20";NULL
"19868";"19";"Харківська обл.";"1";"2023-07-03 21:21:09";NULL
"19820";"13";"Очаків";"0";"2023-07-03 21:34:11";"2023-07-03 21:53:31"
"19841";"17";"Сумська обл.";"1";"2023-07-03 21:39:24";NULL
"19869";"19";"Вовчанськ";"0";"2023-07-03 21:49:19";NULL
"19774";"4";"Нікополь";"0";"2023-07-03 21:56:32";NULL
"19775";"4";"Марганець";"0";"2023-07-03 21:56:32";NULL
"19776";"4";"Нікополь";"0";"2023-07-03 22:45:21";NULL
"19777";"4";"Марганець";"0";"2023-07-03 22:45:22";NULL
"19778";"4";"Нікополь";"0";"2023-07-03 23:01:04";NULL
"19779";"4";"Марганець";"0";"2023-07-03 23:01:06";NULL
"19870";"19";"Харківська обл.";"1";"2023-07-03 23:33:50";NULL
"19780";"4";"Нікополь";"0";"2023-07-03 23:53:38";NULL
"19781";"4";"Марганець";"0";"2023-07-03 23:53:39";NULL
"19871";"19";"Харківська обл.";"1";"2023-07-03 23:59:44";NULL
"19886";"4";"Нікополь";"0";"2023-07-04 01:53:00";"2023-07-04 05:53:33"
"19887";"4";"Марганець";"0";"2023-07-04 01:53:00";"2023-07-04 05:53:34"
"19970";"17";"Сумська обл.";"1";"2023-07-04 09:13:09";NULL
"19994";"19";"Харківська обл.";"1";"2023-07-04 10:01:03";NULL
"19971";"17";"Сумська обл.";"1";"2023-07-04 11:33:46";NULL
"19972";"17";"Миропілля";"0";"2023-07-04 13:21:00";NULL
"19954";"13";"Очаків";"0";"2023-07-04 14:00:06";"2023-07-04 14:08:02"
"19995";"19";"Харківська обл.";"1";"2023-07-04 14:42:38";NULL
"19973";"17";"Миропілля";"0";"2023-07-04 14:49:10";NULL
"19888";"4";"Нікополь";"0";"2023-07-04 14:49:25";NULL
"19889";"4";"Марганець";"0";"2023-07-04 14:49:25";NULL
"19949";"8";"Оріхів";"0";"2023-07-04 14:59:23";NULL
"19890";"4";"Нікополь";"0";"2023-07-04 15:07:43";NULL
"19891";"4";"Марганець";"0";"2023-07-04 15:07:44";NULL
"19943";"5";"Велика Новосілка";"0";"2023-07-04 15:16:06";NULL
"19955";"13";"Очаків";"0";"2023-07-04 15:59:52";"2023-07-04 16:16:00"
"19974";"17";"Середина-Буда";"0";"2023-07-04 16:02:35";NULL
"19956";"13";"Очаків";"0";"2023-07-04 16:24:15";"2023-07-04 16:31:27"
"19892";"4";"Нікополь";"0";"2023-07-04 16:34:32";"2023-07-04 16:40:28"
"19893";"4";"Марганець";"0";"2023-07-04 16:34:34";"2023-07-04 16:40:29"
"19975";"17";"Сумська обл.";"1";"2023-07-04 16:43:13";NULL
"19957";"13";"Очаків";"0";"2023-07-04 16:56:03";"2023-07-04 17:10:39"
"19976";"17";"Сумська обл.";"1";"2023-07-04 18:51:27";NULL
"19944";"5";"Курахове";"0";"2023-07-04 18:57:48";NULL
"19958";"13";"Очаків";"0";"2023-07-04 19:11:23";"2023-07-04 19:27:47"
"20010";"20";"Херсонська обл.";"1";"2023-07-04 20:34:01";NULL
"19977";"17";"Велика Писарівка";"0";"2023-07-04 20:38:54";NULL
"19996";"19";"Харківська обл.";"1";"2023-07-04 20:49:12";NULL
"19978";"17";"Сумська обл.";"1";"2023-07-04 21:11:21";NULL
"19894";"4";"Марганець";"0";"2023-07-04 21:36:24";NULL
"19895";"4";"Нікополь";"0";"2023-07-04 21:36:24";NULL
"19979";"17";"Сумська обл.";"1";"2023-07-04 22:49:30";NULL
"19896";"4";"Нікополь";"0";"2023-07-04 23:37:58";NULL
"19897";"4";"Марганець";"0";"2023-07-04 23:37:59";NULL
"20078";"5";"Дружківка";"0";"2023-07-05 00:17:21";NULL
"20130";"19";"Харківська обл.";"1";"2023-07-05 00:33:52";NULL
"20014";"4";"Нікополь";"0";"2023-07-05 02:11:05";"2023-07-05 05:58:53"
"20015";"4";"Марганець";"0";"2023-07-05 02:11:06";"2023-07-05 05:58:55"
"20016";"4";"Нікополь";"0";"2023-07-05 08:29:06";NULL
"20017";"4";"Марганець";"0";"2023-07-05 08:29:07";NULL
"20092";"13";"Очаків";"0";"2023-07-05 09:17:45";"2023-07-05 09:30:38"
"20105";"17";"Сумська обл.";"1";"2023-07-05 09:34:08";NULL
"20148";"20";"Херсонська обл.";"1";"2023-07-05 09:51:45";NULL
"20106";"17";"Сумська обл.";"1";"2023-07-05 10:06:44";NULL
"20084";"8";"Оріхів";"0";"2023-07-05 10:52:34";NULL
"20107";"17";"Велика Писарівка";"0";"2023-07-05 11:05:08";NULL
"20131";"19";"Харківська обл.";"1";"2023-07-05 11:15:27";NULL
"20108";"17";"Сумська обл.";"1";"2023-07-05 11:18:38";NULL
"20109";"17";"Сумська обл.";"1";"2023-07-05 13:10:38";NULL
"20093";"13";"Очаків";"0";"2023-07-05 14:01:08";"2023-07-05 14:54:42"
"20149";"20";"Херсонська обл.";"1";"2023-07-05 14:11:06";NULL
"20150";"20";"Херсон";"0";"2023-07-05 14:17:22";NULL
"20132";"19";"Харківська обл.";"1";"2023-07-05 14:39:28";NULL
"20085";"8";"Оріхів";"0";"2023-07-05 14:59:01";NULL
"20110";"17";"Сумська обл.";"1";"2023-07-05 15:25:03";NULL
"20094";"13";"Очаків";"0";"2023-07-05 16:09:34";"2023-07-05 16:21:26"
"20111";"17";"Хотінь";"0";"2023-07-05 16:20:51";NULL
"20095";"13";"Очаків";"0";"2023-07-05 16:34:30";"2023-07-05 16:41:54"
"20112";"17";"Хотінь";"0";"2023-07-05 17:07:25";NULL
"20113";"17";"Сумська обл.";"1";"2023-07-05 18:18:54";NULL
"20096";"13";"Очаків";"0";"2023-07-05 18:26:19";"2023-07-05 18:42:04"
"20086";"8";"Оріхів";"0";"2023-07-05 18:41:34";NULL
"20133";"19";"Вовчанськ";"0";"2023-07-05 19:30:08";NULL
"20114";"17";"Велика Писарівка";"0";"2023-07-05 19:39:04";NULL
"20097";"13";"Очаків";"0";"2023-07-05 20:06:07";"2023-07-05 20:19:37"
"20134";"19";"Харківська обл.";"1";"2023-07-05 20:29:25";NULL
"20135";"19";"Куп'янськ";"0";"2023-07-05 22:14:02";NULL
"20018";"4";"Нікополь";"0";"2023-07-05 22:57:15";NULL
"20019";"4";"Марганець";"0";"2023-07-05 22:57:15";NULL
"20020";"4";"Нікополь";"0";"2023-07-05 23:16:29";NULL
"20021";"4";"Марганець";"0";"2023-07-05 23:16:29";NULL
"20022";"4";"Нікополь";"0";"2023-07-05 23:27:37";NULL
"20023";"4";"Марганець";"0";"2023-07-05 23:27:37";NULL
"20024";"4";"Нікополь";"0";"2023-07-05 23:38:31";NULL
"20025";"4";"Марганець";"0";"2023-07-05 23:38:31";NULL
"20026";"4";"Нікополь";"0";"2023-07-05 23:52:35";NULL
"20027";"4";"Марганець";"0";"2023-07-05 23:52:35";NULL
"20152";"4";"Нікополь";"0";"2023-07-06 00:04:04";NULL
"20153";"4";"Марганець";"0";"2023-07-06 00:04:04";NULL
"20231";"13";"Очаків";"0";"2023-07-06 01:42:01";NULL
"20154";"4";"Нікополь";"0";"2023-07-06 03:05:50";"2023-07-06 06:06:06"
"20155";"4";"Марганець";"0";"2023-07-06 03:05:50";"2023-07-06 06:06:07"
"20264";"19";"Куп'янськ";"0";"2023-07-06 03:23:06";NULL
"20156";"4";"Нікополь";"0";"2023-07-06 08:11:57";NULL
"20157";"4";"Марганець";"0";"2023-07-06 08:11:58";NULL
"20158";"4";"Нікополь";"0";"2023-07-06 09:19:34";NULL
"20159";"4";"Марганець";"0";"2023-07-06 09:19:35";NULL
"20232";"13";"Очаків";"0";"2023-07-06 09:21:06";"2023-07-06 09:30:34"
"20216";"5";"Курахове";"0";"2023-07-06 09:32:42";NULL
"20160";"4";"Марганець";"0";"2023-07-06 09:33:13";NULL
"20161";"4";"Нікополь";"0";"2023-07-06 09:33:13";NULL
"20265";"19";"Харківська обл.";"1";"2023-07-06 09:43:09";NULL
"20162";"4";"Нікополь";"0";"2023-07-06 09:43:44";NULL
"20163";"4";"Марганець";"0";"2023-07-06 09:43:44";NULL
"20222";"8";"Оріхів";"0";"2023-07-06 10:07:20";NULL
"20164";"4";"Нікополь";"0";"2023-07-06 10:11:18";NULL
"20165";"4";"Марганець";"0";"2023-07-06 10:11:19";NULL
"20266";"19";"Харківська обл.";"1";"2023-07-06 10:11:36";NULL
"20166";"4";"Нікополь";"0";"2023-07-06 10:22:21";NULL
"20167";"4";"Марганець";"0";"2023-07-06 10:22:22";NULL
"20168";"4";"Нікополь";"0";"2023-07-06 10:32:21";NULL
"20169";"4";"Марганець";"0";"2023-07-06 10:32:22";NULL
"20170";"4";"Нікополь";"0";"2023-07-06 10:58:27";NULL
"20171";"4";"Марганець";"0";"2023-07-06 10:58:27";NULL
"20239";"17";"Сумська обл.";"1";"2023-07-06 10:59:56";NULL
"20172";"4";"Нікополь";"0";"2023-07-06 11:26:57";NULL
"20173";"4";"Марганець";"0";"2023-07-06 11:26:58";NULL
"20174";"4";"Нікополь";"0";"2023-07-06 11:39:57";NULL
"20175";"4";"Марганець";"0";"2023-07-06 11:39:58";NULL
"20267";"19";"Харківська обл.";"1";"2023-07-06 12:35:17";NULL
"20233";"13";"Очаків";"0";"2023-07-06 13:31:23";"2023-07-06 13:40:23"
"20268";"19";"Харківська обл.";"1";"2023-07-06 14:30:28";NULL
"20240";"17";"Середина-Буда";"0";"2023-07-06 15:06:22";NULL
"20176";"4";"Марганець";"0";"2023-07-06 15:34:48";NULL
"20177";"4";"Нікополь";"0";"2023-07-06 15:34:48";NULL
"20217";"5";"Курахове";"0";"2023-07-06 15:34:59";NULL
"20218";"5";"Велика Новосілка";"0";"2023-07-06 16:26:46";NULL
"20234";"13";"Очаків";"0";"2023-07-06 16:29:21";"2023-07-06 16:44:13"
"20235";"13";"Очаків";"0";"2023-07-06 17:11:33";"2023-07-06 17:15:28"
"20269";"19";"Вовчанськ";"0";"2023-07-06 18:39:18";NULL
"20270";"19";"Харківська обл.";"1";"2023-07-06 20:08:32";NULL
"20178";"4";"Нікополь";"0";"2023-07-06 20:31:36";NULL
"20179";"4";"Марганець";"0";"2023-07-06 20:31:37";NULL
"20180";"4";"Марганець";"0";"2023-07-06 21:34:49";NULL
"20181";"4";"Нікополь";"0";"2023-07-06 21:34:50";NULL
"20241";"17";"Сумська обл.";"1";"2023-07-06 21:41:33";NULL
"20242";"17";"Сумська обл.";"1";"2023-07-06 21:42:04";NULL
"20182";"4";"Нікополь";"0";"2023-07-06 21:56:38";NULL
"20285";"4";"Марганець";"0";"2023-07-07 01:27:44";NULL
"20333";"8";"Запорізька обл.";"1";"2023-07-07 02:51:31";NULL
"20326";"5";"Велика Новосілка";"0";"2023-07-07 02:52:28";NULL
"20286";"4";"Марганець";"0";"2023-07-07 03:26:41";NULL
"20287";"4";"Нікополь";"0";"2023-07-07 03:26:42";NULL
"20288";"4";"Нікополь";"0";"2023-07-07 04:00:23";"2023-07-07 06:12:31"
"20289";"4";"Марганець";"0";"2023-07-07 04:00:24";"2023-07-07 06:12:32"
"20342";"13";"Очаків";"0";"2023-07-07 05:09:17";"2023-07-07 07:02:18"
"20374";"19";"Харківська обл.";"1";"2023-07-07 08:43:47";NULL
"20290";"4";"Нікополь";"0";"2023-07-07 09:14:53";"2023-07-07 10:22:45"
"20291";"4";"Марганець";"0";"2023-07-07 09:14:54";"2023-07-07 10:22:46"
"20348";"17";"Сумська обл.";"1";"2023-07-07 09:18:46";NULL
"20375";"19";"Вовчанськ";"0";"2023-07-07 09:19:09";NULL
